year,country,iso3,region,co2_emissions_mt,population_millions,co2_per_capita_t,co2_intensity_kg_per_gdp_usd,coal_pct,oil_pct,gas_pct,nuclear_pct,hydro_pct,solar_pct,wind_pct,other_renewables_pct,renewables_total_pct,fossil_total_pct,clean_baseload_pct,fossil_ratio,coal_to_gas_ratio,renewables_plus_nuclear_pct
2001,Poland,POL,Europe,325.5,32.6,10.0,1.82,16.84,39.72,25.8,8.76,3.78,0.0,0.16,4.94,8.89,82.35,12.54,9.2528,0.6525,17.65
2002,Poland,POL,Europe,329.4,32.8,10.04,1.67,14.66,40.54,24.97,10.16,3.95,0.0,0.0,5.72,9.67,80.17,14.11,8.282,0.5869,19.83
2003,Poland,POL,Europe,325.4,33.1,9.84,1.51,13.6,37.46,25.1,8.81,6.71,0.35,1.85,6.13,15.03,76.16,15.52,5.0638,0.5416,23.84
2004,Poland,POL,Europe,334.3,33.3,10.03,1.43,12.63,39.24,25.81,10.22,5.42,0.0,2.11,4.56,12.09,77.69,15.64,6.4207,0.4892,22.31
2005,Poland,POL,Europe,331.5,33.6,9.88,1.32,12.78,37.48,24.43,9.85,5.37,2.12,3.25,4.73,15.47,74.68,15.22,4.8243,0.5229,25.32
2006,Poland,POL,Europe,327.1,33.8,9.67,1.21,13.01,39.54,24.79,8.77,5.56,1.66,1.11,5.56,13.89,77.34,14.33,5.564,0.5246,22.66
2007,Poland,POL,Europe,324.8,34.1,9.53,1.12,13.81,36.4,26.16,7.5,4.62,4.01,2.38,5.12,16.13,76.37,12.12,4.7317,0.5277,23.63
2008,Poland,POL,Europe,321.6,34.3,9.37,1.04,12.88,36.37,25.45,10.22,6.97,1.24,2.74,4.13,15.08,74.7,17.19,4.9503,0.5059,25.3
2009,Poland,POL,Europe,314.9,34.6,9.1,0.96,10.86,39.65,25.87,9.76,4.63,2.28,3.09,3.86,13.86,76.38,14.39,5.5068,0.4196,23.62
2010,Poland,POL,Europe,319.0,34.8,9.15,0.92,10.84,36.39,24.13,10.11,5.22,2.51,3.68,7.12,18.53,71.36,15.33,3.849,0.449,28.64
2011,Poland,POL,Europe,315.5,35.1,8.99,0.86,12.64,34.87,23.62,8.77,5.94,2.93,4.38,6.86,20.11,71.12,14.71,3.5348,0.5349,28.88
2012,Poland,POL,Europe,311.1,35.4,8.8,0.8,10.21,36.43,25.12,9.26,5.96,2.8,5.86,4.34,18.97,71.77,15.22,3.7813,0.4063,28.23
2013,Poland,POL,Europe,307.1,35.6,8.63,0.75,10.05,36.87,25.42,10.11,2.71,3.98,4.74,6.11,17.55,72.34,12.82,4.1196,0.3952,27.66
2014,Poland,POL,Europe,304.1,35.9,8.48,0.71,10.26,35.76,25.08,9.98,6.63,3.56,4.77,3.96,18.92,71.1,16.61,3.7559,0.4089,28.9
2015,Poland,POL,Europe,291.9,36.1,8.08,0.65,7.49,34.51,24.37,10.91,5.84,6.78,5.51,4.58,22.71,66.38,16.75,2.9217,0.3072,33.62
2016,Poland,POL,Europe,292.0,36.4,8.03,0.62,7.57,35.87,25.19,10.68,3.87,5.29,6.38,5.15,20.69,68.63,14.55,3.3155,0.3004,31.37
2017,Poland,POL,Europe,301.4,36.6,8.23,0.61,7.93,36.66,27.58,9.06,5.83,2.4,7.35,3.19,18.77,72.17,14.89,3.8429,0.2874,27.83
2018,Poland,POL,Europe,298.4,36.9,8.09,0.58,7.73,33.95,25.38,11.1,3.22,5.3,6.56,6.74,21.83,67.07,14.32,3.071,0.3045,32.93
2019,Poland,POL,Europe,293.3,37.1,7.9,0.54,8.15,33.1,24.62,11.6,5.74,4.95,7.07,4.78,22.53,65.87,17.34,2.9224,0.3309,34.13
2020,Poland,POL,Europe,294.5,37.4,7.88,0.53,6.75,32.03,24.24,11.35,4.6,6.03,7.81,7.19,25.63,63.02,15.95,2.4579,0.2784,36.98
2021,Poland,POL,Europe,298.3,37.6,7.92,0.51,6.92,34.57,24.36,9.72,5.0,5.68,7.86,5.88,24.42,65.86,14.72,2.6959,0.284,34.14
2022,Poland,POL,Europe,302.6,37.9,7.99,0.5,5.85,33.88,26.21,9.36,6.21,6.98,8.46,3.05,24.7,65.94,15.57,2.6686,0.2231,34.06
2023,Poland,POL,Europe,308.4,38.2,8.08,0.49,5.59,32.22,25.89,10.23,5.93,5.68,8.44,6.02,26.07,63.7,16.16,2.4425,0.2158,36.3
2024,Poland,POL,Europe,321.8,38.4,8.38,0.49,4.78,32.86,25.18,10.06,4.57,6.26,10.77,5.51,27.12,62.83,14.63,2.3159,0.1898,37.18
2025,Poland,POL,Europe,303.4,38.7,7.85,0.45,5.78,32.21,25.29,10.27,5.45,8.51,8.92,3.57,26.45,63.28,15.72,2.3915,0.2285,36.72
2026,Poland,POL,Europe,297.9,38.9,7.66,0.43,5.07,30.16,24.6,9.46,5.47,9.95,8.03,7.25,30.71,59.83,14.93,1.9476,0.206,40.17
2000,Qatar,QAT,MENA,54.8,2.5,21.49,4.3,0.0,49.83,44.84,2.94,1.22,1.04,0.0,0.13,2.39,94.67,4.16,39.4458,0.0,5.33
2001,Qatar,QAT,MENA,60.5,2.6,23.54,4.28,1.63,48.03,43.65,0.0,1.05,1.23,0.95,3.47,6.69,93.31,1.05,13.9269,0.0373,6.69
2002,Qatar,QAT,MENA,65.6,2.6,25.31,4.22,2.8,48.82,44.96,0.0,1.67,0.0,0.0,1.75,3.43,96.57,1.67,28.0727,0.0623,3.43
2003,Qatar,QAT,MENA,65.8,2.6,25.2,3.88,1.43,49.52,45.18,1.03,2.27,0.57,0.0,0.0,2.84,96.12,3.3,33.7263,0.0316,3.87
2004,Qatar,QAT,MENA,69.7,2.6,26.48,3.78,2.06,51.08,46.19,0.0,0.0,0.0,0.0,0.67,0.67,99.33,0.0,146.0735,0.0446,0.67
2005,Qatar,QAT,MENA,73.9,2.7,27.89,3.72,1.17,48.12,46.57,0.0,1.15,1.12,0.0,1.88,4.14,95.86,1.15,23.0988,0.0251,4.14
2006,Qatar,QAT,MENA,78.9,2.7,29.54,3.69,1.71,47.36,44.89,0.0,0.15,2.54,1.11,2.24,6.04,93.96,0.15,15.5306,0.0381,6.04
2007,Qatar,QAT,MENA,84.1,2.7,31.26,3.68,2.2,46.0,45.07,2.03,0.34,3.91,0.46,0.0,4.71,93.26,2.37,19.7585,0.0488,6.74
2008,Qatar,QAT,MENA,87.8,2.7,32.38,3.6,1.35,46.63,45.09,1.51,0.39,2.97,1.22,0.84,5.42,93.06,1.9,17.1381,0.0299,6.93
2009,Qatar,QAT,MENA,91.2,2.7,33.41,3.52,0.86,49.51,45.3,0.68,1.05,0.67,0.0,1.92,3.65,95.68,1.73,26.1421,0.019,4.33
2010,Qatar,QAT,MENA,95.8,2.8,34.81,3.48,0.0,50.16,46.05,0.0,1.52,1.81,0.13,0.32,3.79,96.21,1.52,25.3184,0.0,3.79
2011,Qatar,QAT,MENA,97.0,2.8,35.0,3.33,0.34,48.25,44.94,1.82,1.96,1.86,0.0,0.82,4.65,93.53,3.78,20.0708,0.0076,6.47
2012,Qatar,QAT,MENA,100.6,2.8,36.05,3.28,0.91,47.5,44.49,1.08,3.47,1.84,0.46,0.23,6.01,92.91,4.55,15.4336,0.0204,7.09
2013,Qatar,QAT,MENA,104.0,2.8,36.98,3.22,2.12,45.68,43.26,2.23,0.54,2.08,2.09,2.01,6.72,91.05,2.77,13.529,0.049,8.95
2014,Qatar,QAT,MENA,104.5,2.8,36.89,3.07,0.0,48.28,44.9,1.92,1.42,0.96,0.82,1.69,4.89,93.19,3.34,19.0184,0.0,6.81
2015,Qatar,QAT,MENA,108.1,2.9,37.9,3.03,1.27,44.5,43.38,1.32,0.95,3.76,2.63,2.18,9.53,89.15,2.27,9.3449,0.0293,10.85
2016,Qatar,QAT,MENA,107.2,2.9,37.32,2.87,1.17,45.82,43.79,0.99,3.06,2.25,1.71,1.22,8.25,90.77,4.05,10.9891,0.0267,9.24
2017,Qatar,QAT,MENA,109.2,2.9,37.78,2.8,0.0,46.32,44.24,1.57,1.09,2.24,2.11,2.42,7.86,90.57,2.66,11.5083,0.0,9.43
2018,Qatar,QAT,MENA,107.4,2.9,36.88,2.63,2.57,46.51,44.71,1.69,0.42,3.57,0.51,0.0,4.51,93.8,2.11,20.7522,0.0575,6.2
2019,Qatar,QAT,MENA,107.0,2.9,36.49,2.52,1.14,46.31,45.15,1.38,2.29,2.83,0.4,0.51,6.03,92.6,3.67,15.3311,0.0252,7.41
2020,Qatar,QAT,MENA,102.1,3.0,34.59,2.31,0.17,45.35,44.6,1.58,1.31,2.78,2.05,2.17,8.31,90.11,2.89,10.8305,0.0038,9.89
2021,Qatar,QAT,MENA,106.3,3.0,35.78,2.31,0.1,46.46,44.63,0.83,1.34,3.95,1.33,1.36,7.98,91.19,2.17,11.413,0.0022,8.81
2022,Qatar,QAT,MENA,113.6,3.0,37.97,2.37,0.66,43.86,45.65,0.63,1.78,4.73,0.5,2.18,9.19,90.18,2.41,9.8022,0.0145,9.82
2023,Qatar,QAT,MENA,111.4,3.0,36.98,2.24,1.2,45.41,44.54,2.66,0.28,4.07,0.0,1.83,6.18,91.15,2.94,14.7254,0.0269,8.84
2024,Qatar,QAT,MENA,122.2,3.0,40.3,2.37,0.44,47.46,47.01,1.12,0.0,2.51,1.46,0.0,3.97,94.91,1.12,23.8467,0.0094,5.09
2025,Qatar,QAT,MENA,114.3,3.1,37.44,2.14,1.79,45.11,43.27,2.22,0.94,6.18,0.49,0.0,7.61,90.17,3.16,11.8333,0.0414,9.83
2026,Qatar,QAT,MENA,116.5,3.1,37.9,2.11,0.87,44.28,43.17,0.46,1.26,5.66,0.87,3.44,11.22,88.32,1.72,7.8646,0.0201,11.68
2000,Russia,RUS,Eurasia,1540.6,122.4,12.59,2.52,16.06,22.47,53.13,4.85,3.27,0.01,0.21,0.0,3.49,91.66,8.12,26.1886,0.3022,8.34
2001,Russia,RUS,Eurasia,1532.5,123.4,12.42,2.26,15.91,22.68,53.12,5.05,3.16,0.0,0.0,0.08,3.25,91.7,8.21,28.1288,0.2995,8.3
2002,Russia,RUS,Eurasia,1573.0,124.3,12.65,2.11,15.76,22.87,53.05,4.98,3.22,0.0,0.12,0.0,3.34,91.68,8.2,27.3672,0.297,8.32
2003,Russia,RUS,Eurasia,1573.7,125.3,12.56,1.93,15.42,22.62,53.49,5.17,2.95,0.17,0.17,0.0,3.3,91.53,8.12,27.6526,0.2882,8.47
2004,Russia,RUS,Eurasia,1525.4,126.3,12.08,1.73,15.48,22.51,54.05,5.0,2.79,0.0,0.17,0.0,2.96,92.04,7.79,30.9899,0.2863,7.96
2005,Russia,RUS,Eurasia,1598.3,127.2,12.56,1.68,15.51,22.67,53.56,4.97,2.96,0.08,0.25,0.0,3.28,91.75,7.93,27.8875,0.2895,8.25
2006,Russia,RUS,Eurasia,1652.3,128.2,12.89,1.61,15.42,22.46,53.82,4.94,3.06,0.07,0.12,0.11,3.36,91.7,8.0,27.2107,0.2865,8.3
2007,Russia,RUS,Eurasia,1600.6,129.2,12.39,1.46,15.1,22.5,54.63,5.04,2.7,0.0,0.04,0.0,2.74,92.22,7.74,33.5345,0.2764,7.78
2008,Russia,RUS,Eurasia,1660.8,130.1,12.76,1.42,15.18,22.0,54.92,5.05,2.68,0.07,0.0,0.1,2.85,92.09,7.73,32.1993,0.2764,7.9
2009,Russia,RUS,Eurasia,1713.8,131.1,13.07,1.38,15.09,22.04,54.9,4.92,3.02,0.03,0.0,0.0,3.05,92.04,7.94,30.0784,0.2748,7.97
2010,Russia,RUS,Eurasia,1670.7,132.0,12.65,1.27,14.77,22.26,54.26,4.84,3.62,0.08,0.0,0.17,3.87,91.29,8.46,23.5284,0.2722,8.71
2011,Russia,RUS,Eurasia,1692.1,133.0,12.72,1.21,14.53,22.25,54.64,5.08,3.1,0.11,0.19,0.09,3.5,91.42,8.18,26.0456,0.2659,8.58
2012,Russia,RUS,Eurasia,1660.9,134.0,12.4,1.13,14.38,22.32,54.74,5.38,2.93,0.17,0.04,0.05,3.19,91.43,8.31,28.5719,0.2626,8.57
2013,Russia,RUS,Eurasia,1737.4,134.9,12.88,1.12,14.44,22.36,55.01,5.65,2.32,0.07,0.0,0.15,2.54,91.81,7.97,36.0039,0.2625,8.19
2014,Russia,RUS,Eurasia,1695.9,135.9,12.48,1.04,14.3,22.78,54.61,6.14,2.17,0.0,0.0,0.0,2.17,91.69,8.31,42.0596,0.2618,8.31
2015,Russia,RUS,Eurasia,1701.2,136.9,12.43,0.99,14.19,23.08,54.62,5.93,2.11,0.01,0.0,0.07,2.19,91.89,8.04,41.7682,0.2597,8.12
2016,Russia,RUS,Eurasia,1722.3,137.8,12.5,0.96,13.71,22.84,55.23,6.12,1.88,0.14,0.0,0.09,2.1,91.78,8.0,43.4976,0.2482,8.22
2017,Russia,RUS,Eurasia,1692.6,138.8,12.19,0.9,13.53,22.44,55.74,5.82,1.86,0.25,0.0,0.36,2.48,91.7,7.68,36.8273,0.2427,8.3
2018,Russia,RUS,Eurasia,1642.1,139.8,11.75,0.84,13.17,22.51,55.64,6.13,2.1,0.01,0.0,0.44,2.55,91.31,8.23,35.668,0.2367,8.68
2019,Russia,RUS,Eurasia,1636.0,140.7,11.62,0.8,13.43,22.31,55.57,6.0,1.94,0.0,0.04,0.72,2.69,91.31,7.94,33.8185,0.2416,8.69
2020,Russia,RUS,Eurasia,1652.2,141.7,11.66,0.78,12.91,21.87,56.12,5.97,2.0,0.0,0.13,0.99,3.12,90.9,7.97,29.0415,0.23,9.09
2021,Russia,RUS,Eurasia,1676.7,142.7,11.75,0.76,13.13,21.98,55.64,6.28,1.75,0.23,0.0,0.98,2.97,90.75,8.03,30.453,0.2359,9.25
2022,Russia,RUS,Eurasia,1689.6,143.6,11.76,0.74,12.88,22.12,55.04,6.34,2.07,0.48,0.48,0.61,3.64,90.03,8.41,24.6658,0.234,9.98
2023,Russia,RUS,Eurasia,1796.1,144.6,12.42,0.75,13.38,21.96,55.51,6.57,2.09,0.0,0.0,0.49,2.58,90.85,8.66,35.0772,0.241,9.15
2024,Russia,RUS,Eurasia,1808.9,145.6,12.43,0.73,12.81,22.22,55.51,6.94,1.82,0.41,0.11,0.18,2.51,90.55,8.76,35.9325,0.2307,9.45
2025,Russia,RUS,Eurasia,1884.6,146.5,12.86,0.73,12.46,21.84,55.57,6.82,2.27,0.29,0.36,0.38,3.31,89.87,9.09,27.0693,0.2242,10.13
2026,Russia,RUS,Eurasia,1834.9,147.5,12.44,0.69,12.13,21.74,55.65,7.03,1.88,0.62,0.77,0.19,3.45,89.52,8.91,25.8728,0.2179,10.48
2000,Saudi Arabia,SAU,MENA,281.7,30.6,9.2,1.84,1.23,49.28,45.48,0.0,0.24,0.0,0.0,3.77,4.01,95.99,0.24,23.8781,0.027,4.01
2001,Saudi Arabia,SAU,MENA,293.6,30.8,9.52,1.73,3.02,48.94,43.33,0.69,1.84,0.0,0.27,1.91,4.02,95.29,2.53,23.6452,0.0697,4.71
2002,Saudi Arabia,SAU,MENA,310.2,31.1,9.98,1.66,0.43,49.19,45.38,0.02,1.45,0.0,0.2,3.31,4.97,95.0,1.47,19.0763,0.0095,4.99
2003,Saudi Arabia,SAU,MENA,335.9,31.3,10.72,1.65,0.83,50.23,43.11,0.53,1.03,2.49,0.0,1.78,5.3,94.17,1.56,17.7345,0.0192,5.83
2004,Saudi Arabia,SAU,MENA,354.2,31.6,11.22,1.6,2.36,46.44,42.93,1.28,1.14,2.24,0.58,3.04,6.99,91.73,2.42,13.1043,0.055,8.27
2005,Saudi Arabia,SAU,MENA,373.3,31.8,11.74,1.56,0.65,49.24,45.65,0.0,1.51,0.59,0.0,2.35,4.45,95.55,1.51,21.4238,0.0142,4.45
2006,Saudi Arabia,SAU,MENA,392.3,32.0,12.24,1.53,0.0,48.83,43.81,2.12,0.6,1.76,0.4,2.47,5.23,92.64,2.72,17.6794,0.0,7.35
2007,Saudi Arabia,SAU,MENA,399.8,32.3,12.38,1.46,1.11,47.15,46.16,0.92,1.8,2.04,0.0,0.82,4.66,94.43,2.72,20.2206,0.024,5.58
2008,Saudi Arabia,SAU,MENA,414.1,32.5,12.73,1.41,1.62,47.0,44.83,0.8,1.97,1.91,0.58,1.29,5.76,93.44,2.77,16.1941,0.0361,6.56
2009,Saudi Arabia,SAU,MENA,441.8,32.8,13.48,1.42,1.17,47.11,42.81,1.46,1.0,1.77,1.97,2.72,7.45,91.09,2.46,12.2105,0.0273,8.91
2010,Saudi Arabia,SAU,MENA,454.8,33.0,13.78,1.38,1.08,48.19,44.2,0.83,1.31,2.77,1.13,0.51,5.71,93.46,2.14,16.3392,0.0244,6.54
2011,Saudi Arabia,SAU,MENA,465.0,33.3,13.98,1.33,1.89,45.76,42.14,2.24,2.36,2.28,1.08,2.24,7.96,89.8,4.6,11.2673,0.0448,10.2
2012,Saudi Arabia,SAU,MENA,486.3,33.5,14.52,1.32,2.32,46.83,42.23,2.91,2.0,1.74,0.0,1.98,5.71,91.38,4.91,15.9755,0.0549,8.62
2013,Saudi Arabia,SAU,MENA,519.8,33.7,15.41,1.34,0.73,48.19,46.08,0.44,0.0,2.91,0.0,1.66,4.57,95.0,0.44,20.7424,0.0158,5.01
2014,Saudi Arabia,SAU,MENA,536.6,34.0,15.79,1.32,0.0,47.68,46.32,1.63,0.21,1.54,0.56,2.05,4.37,94.0,1.84,21.4612,0.0,6.0
2015,Saudi Arabia,SAU,MENA,559.8,34.2,16.36,1.31,1.37,45.46,44.19,2.44,1.18,1.22,0.76,3.38,6.54,91.02,3.62,13.8962,0.031,8.98
2016,Saudi Arabia,SAU,MENA,575.1,34.5,16.69,1.28,0.0,46.22,44.07,1.08,1.18,4.15,0.69,2.62,8.64,90.29,2.26,10.4382,0.0,9.72
2017,Saudi Arabia,SAU,MENA,578.5,34.7,16.67,1.23,0.87,45.77,43.75,0.0,1.26,5.25,1.1,2.01,9.62,90.38,1.26,9.3853,0.0199,9.62
2018,Saudi Arabia,SAU,MENA,589.5,34.9,16.87,1.21,0.56,44.14,43.85,2.87,2.37,4.07,0.69,1.45,8.58,88.55,5.24,10.3085,0.0128,11.45
2019,Saudi Arabia,SAU,MENA,567.1,35.2,16.12,1.11,0.26,47.46,46.38,1.11,0.75,2.31,0.73,1.01,4.8,94.09,1.86,19.5613,0.0056,5.91
2020,Saudi Arabia,SAU,MENA,592.2,35.4,16.72,1.11,0.0,47.72,46.56,0.4,2.01,2.03,0.0,1.29,5.32,94.28,2.41,17.6886,0.0,5.72
2021,Saudi Arabia,SAU,MENA,611.3,35.7,17.14,1.11,1.1,46.45,44.54,0.08,0.99,3.6,2.36,0.87,7.83,92.09,1.07,11.7462,0.0247,7.91
2022,Saudi Arabia,SAU,MENA,605.8,35.9,16.87,1.05,0.9,46.1,42.82,1.49,1.57,4.74,1.09,1.29,8.69,89.82,3.06,10.3241,0.021,10.18
2023,Saudi Arabia,SAU,MENA,628.8,36.1,17.39,1.05,1.06,43.53,43.84,2.93,2.14,4.57,1.68,0.24,8.63,88.44,5.07,10.2361,0.0242,11.56
2024,Saudi Arabia,SAU,MENA,641.8,36.4,17.64,1.04,0.7,44.12,44.26,0.22,0.49,6.47,0.97,2.76,10.7,89.09,0.71,8.3184,0.0158,10.92
2025,Saudi Arabia,SAU,MENA,645.2,36.6,17.61,1.01,1.18,44.56,43.83,1.9,2.31,3.7,0.6,1.92,8.52,89.57,4.21,10.5006,0.0269,10.42
2026,Saudi Arabia,SAU,MENA,655.6,36.9,17.78,0.99,0.88,44.79,46.31,2.12,0.55,5.25,0.0,0.11,5.91,91.98,2.67,15.5372,0.019,8.03
2000,South Africa,ZAF,Africa,380.2,52.7,7.21,1.44,74.62,13.4,2.71,3.25,1.03,0.0,0.0,4.99,6.02,90.73,4.28,15.0464,27.4338,9.27
2001,South Africa,ZAF,Africa,382.7,53.1,7.2,1.31,75.45,12.8,2.97,2.87,0.76,0.0,0.0,5.15,5.91,91.22,3.63,15.4088,25.3188,8.78
2002,South Africa,ZAF,Africa,401.0,53.5,7.49,1.25,74.54,12.76,3.38,2.55,1.09,0.0,0.16,5.52,6.77,90.68,3.64,13.3746,21.9882,9.32
2003,South Africa,ZAF,Africa,411.7,53.9,7.63,1.17,74.92,12.78,2.86,3.13,0.63,0.16,0.0,5.52,6.3,90.56,3.76,14.3518,26.1045,9.43
2004,South Africa,ZAF,Africa,424.0,54.4,7.8,1.11,73.57,12.4,3.22,3.6,1.23,0.0,0.12,5.86,7.21,89.19,4.83,12.3532,22.7771,10.81
2005,South Africa,ZAF,Africa,421.6,54.8,7.7,1.03,74.68,12.31,3.0,3.18,0.68,0.0,0.12,6.04,6.83,89.99,3.86,13.1564,24.8106,10.01
2006,South Africa,ZAF,Africa,440.0,55.2,7.97,1.0,74.87,12.15,3.48,2.7,0.6,0.0,0.0,6.21,6.8,90.5,3.3,13.2893,21.4527,9.5
2007,South Africa,ZAF,Africa,452.0,55.6,8.13,0.96,74.41,12.28,2.84,3.09,0.94,0.22,0.0,6.22,7.38,89.53,4.03,12.115,26.1088,10.47
2008,South Africa,ZAF,Africa,440.9,56.0,7.87,0.87,74.22,12.22,2.76,2.74,1.11,0.0,0.28,6.66,8.06,89.2,3.85,11.0533,26.7942,10.8
2009,South Africa,ZAF,Africa,465.2,56.4,8.24,0.87,74.45,11.95,3.17,3.01,0.87,0.04,0.0,6.5,7.41,89.57,3.88,12.0714,23.4119,10.42
2010,South Africa,ZAF,Africa,476.8,56.9,8.39,0.84,73.93,12.09,3.01,3.22,0.82,0.12,0.0,6.83,7.76,89.03,4.04,11.4582,24.4801,10.98
2011,South Africa,ZAF,Africa,471.2,57.3,8.23,0.78,73.61,12.04,2.89,3.22,0.98,0.07,0.12,7.07,8.24,88.54,4.2,10.7321,25.3828,11.46
2012,South Africa,ZAF,Africa,467.4,57.7,8.1,0.74,72.73,11.89,2.81,3.37,1.15,0.24,0.3,7.52,9.2,87.43,4.52,9.4929,25.7908,12.57
2013,South Africa,ZAF,Africa,485.8,58.1,8.36,0.73,71.86,11.54,3.17,3.23,0.72,0.2,1.04,8.25,10.2,86.57,3.95,8.4789,22.5975,13.43
2014,South Africa,ZAF,Africa,473.3,58.5,8.09,0.67,71.27,12.13,2.64,3.85,0.89,0.24,0.83,8.14,10.11,86.04,4.74,8.502,26.8943,13.96
2015,South Africa,ZAF,Africa,483.7,58.9,8.21,0.66,70.59,11.68,3.03,3.85,0.92,0.56,0.78,8.58,10.85,85.3,4.77,7.8545,23.2204,14.7
2016,South Africa,ZAF,Africa,473.7,59.3,7.98,0.61,70.0,11.74,3.13,3.99,0.85,0.71,1.35,8.23,11.14,84.87,4.84,7.6117,22.293,15.13
2017,South Africa,ZAF,Africa,468.0,59.8,7.83,0.58,69.69,11.71,3.33,4.04,0.8,0.81,1.74,7.87,11.22,84.74,4.84,7.5459,20.8653,15.26
2018,South Africa,ZAF,Africa,447.8,60.2,7.44,0.53,69.21,11.35,3.55,3.91,1.6,0.97,1.79,7.62,11.98,84.11,5.51,7.015,19.441,15.89
2019,South Africa,ZAF,Africa,436.5,60.6,7.2,0.5,68.12,11.4,3.64,4.23,1.14,1.25,2.53,7.69,12.61,83.16,5.37,6.5895,18.663,16.84
2020,South Africa,ZAF,Africa,430.6,61.0,7.06,0.47,67.63,10.99,3.83,3.93,1.38,1.54,3.15,7.55,13.62,82.45,5.31,6.0492,17.612,17.55
2021,South Africa,ZAF,Africa,432.7,61.4,7.04,0.45,66.55,10.98,4.41,4.13,1.05,1.73,3.56,7.58,13.93,81.95,5.18,5.8788,15.0566,18.06
2022,South Africa,ZAF,Africa,437.0,61.8,7.07,0.44,65.09,11.47,4.17,4.17,0.82,2.26,4.49,7.52,15.09,80.74,4.99,5.347,15.5718,19.26
2023,South Africa,ZAF,Africa,409.3,62.3,6.57,0.4,64.59,11.08,4.61,4.21,0.9,2.78,4.27,7.57,15.51,80.28,5.11,5.1727,13.9805,19.72
2024,South Africa,ZAF,Africa,417.0,62.7,6.65,0.39,63.53,10.78,5.35,3.73,0.8,3.11,4.93,7.77,16.6,79.67,4.53,4.7965,11.8526,20.33
2025,South Africa,ZAF,Africa,400.9,63.1,6.35,0.36,61.83,10.79,4.95,3.95,1.14,3.84,5.33,8.17,18.48,77.57,5.09,4.1952,12.4657,22.43
2026,South Africa,ZAF,Africa,406.1,63.5,6.4,0.36,60.18,11.19,4.78,4.42,0.85,4.51,5.79,8.27,19.43,76.15,5.27,3.9172,12.5637,23.85
2000,South Korea,KOR,Asia,481.0,44.2,10.88,2.18,35.05,36.71,11.8,3.07,9.03,0.0,0.0,4.34,13.37,83.56,12.1,6.2451,2.9678,16.44
2001,South Korea,KOR,Asia,517.0,44.5,11.6,2.11,35.2,34.59,10.45,3.84,9.62,0.0,1.07,5.24,15.93,80.23,13.46,5.0332,3.3652,19.77
2002,South Korea,KOR,Asia,514.0,44.9,11.45,1.91,34.64,33.23,11.69,2.38,10.39,1.28,0.21,6.18,18.06,79.56,12.77,4.4029,2.9607,20.44
2003,South Korea,KOR,Asia,521.5,45.2,11.53,1.77,34.3,34.33,12.44,0.66,10.51,0.84,0.05,6.87,18.27,81.06,11.17,4.4344,2.755,18.93
2004,South Korea,KOR,Asia,525.0,45.6,11.51,1.64,32.28,36.15,13.0,2.49,9.68,0.0,0.48,5.92,16.08,81.43,12.17,5.0609,2.4812,18.57
2005,South Korea,KOR,Asia,544.2,45.9,11.85,1.58,34.37,34.46,11.16,0.66,12.27,0.26,2.24,4.57,19.34,80.0,12.93,4.1344,3.077,20.0
2006,South Korea,KOR,Asia,569.9,46.3,12.31,1.54,31.83,33.75,12.3,3.74,9.86,2.03,0.64,5.84,18.38,77.88,13.6,4.2349,2.5857,22.12
2007,South Korea,KOR,Asia,585.6,46.6,12.56,1.48,32.91,32.56,14.9,1.61,10.45,2.31,0.01,5.25,18.02,80.37,12.06,4.4576,2.2072,19.63
2008,South Korea,KOR,Asia,597.0,47.0,12.7,1.41,32.23,32.92,14.34,2.48,10.02,2.11,1.15,4.75,18.03,79.49,12.5,4.4063,2.246,20.51
2009,South Korea,KOR,Asia,604.0,47.3,12.76,1.34,31.56,32.5,16.67,0.93,9.38,1.91,3.41,3.63,18.33,80.74,10.31,4.4024,1.8921,19.26
2010,South Korea,KOR,Asia,598.5,47.7,12.55,1.26,31.16,32.88,14.45,3.57,11.07,2.21,1.71,2.94,17.93,78.5,14.64,4.3757,2.1549,21.5
2011,South Korea,KOR,Asia,622.5,48.0,12.96,1.23,32.47,33.76,15.1,0.78,10.95,1.33,1.94,3.69,17.9,81.33,11.73,4.541,2.1489,18.68
2012,South Korea,KOR,Asia,614.3,48.4,12.7,1.15,28.71,32.91,14.93,3.51,11.24,2.39,3.25,3.06,19.94,76.55,14.75,3.8371,1.9217,23.45
2013,South Korea,KOR,Asia,619.9,48.7,12.72,1.11,30.1,31.33,13.77,3.05,10.72,4.32,2.17,4.53,21.74,75.21,13.77,3.4579,2.1843,24.79
2014,South Korea,KOR,Asia,644.3,49.1,13.13,1.09,30.36,32.85,15.89,2.76,10.92,2.16,2.04,3.02,18.14,79.1,13.68,4.3581,1.9094,20.9
2015,South Korea,KOR,Asia,655.1,49.4,13.25,1.06,29.48,33.72,14.97,2.7,10.75,1.97,1.78,4.63,19.13,78.17,13.45,4.0841,1.968,21.83
2016,South Korea,KOR,Asia,652.7,49.8,13.11,1.01,25.88,30.87,16.75,3.61,10.35,5.18,2.67,4.7,22.89,73.5,13.96,3.2096,1.5442,26.5
2017,South Korea,KOR,Asia,642.8,50.1,12.82,0.95,27.6,31.23,15.0,3.84,11.3,5.84,2.16,3.03,22.33,73.83,15.14,3.3048,1.8388,26.17
